names,scores,logfoldchanges,pvals,pvals_adj
FTH1,21.09543,0.8641378,8.76053772447457e-99,6.881402382574775e-95
TPT1,19.632627,0.7908358,8.139580909839198e-86,2.131213601559563e-82
PHGDH,19.090408,2.90904,3.033929040933979e-81,3.971918769422734e-78
TMSB4X,18.360218,0.74890566,2.7350913092128914e-75,2.38712691487414e-72
MDK,17.3734,1.1677722,1.3121663123193049e-67,8.589221986056783e-65
EIF1,17.087809,0.55492264,1.8292044754063528e-65,1.1052616272551462e-62
WARS,16.900414,1.8425059,4.467553488443699e-64,2.3395088434483504e-61
FAM89A,16.688559,1.762904,1.5875965809564367e-62,7.378282889228686e-60
XBP1,15.791398,1.4574119,3.5658873653749017e-56,1.3338116788104693e-53
ANAPC16,15.497383,1.1451572,3.6130965071125453e-54,1.2339510027551758e-51
SETD5-AS1,15.422841,1.4782814,1.1493450176654888e-53,3.761710464067673e-51
IFITM2,15.416148,1.4507685,1.2748388900484428e-53,4.0055437925322076e-51
HAX1,15.367915,1.0447412,2.686754288472109e-53,8.117098052287852e-51
MS4A3,15.229217,0.8648875,2.262878538202244e-52,6.583300339843936e-50
ASNS,15.041361,1.7452133,3.933796829031076e-51,1.1035705032871109e-48
MAP1B,15.037091,1.7730247,4.1958486216356455e-51,1.1364962387223447e-48
GHITM,14.799502,0.760705,1.4756970960275843e-49,3.622375215405211e-47
MALAT1,14.719537,0.7861926,4.8295445325384314e-49,1.0838877800882679e-46
EXOSC8,14.541836,1.0042155,6.580372684056593e-48,1.3602323008753824e-45
HMGN1,14.487025,0.48969403,1.4634394020320276e-47,2.873829125740394e-45
TCEA1,14.485064,1.1289374,1.505823488558164e-47,2.884937439664483e-45
CRNDE,14.412945,1.5652765,4.29019270921218e-47,8.023681840681351e-45
PPDPF,14.248976,0.90752214,4.549067418562918e-46,8.121119221093573e-44
CST3,14.228666,0.8150267,6.083053144153196e-46,1.0618307210516302e-43
HERPUD1,14.201088,1.456117,9.020052010497661e-46,1.5402719248360681e-43
SH3BGRL3,13.976077,1.1425598,2.1818706809737695e-44,3.64650940405297e-42
RPS20,13.820646,0.47397485,1.913437453981001e-43,3.1312606668793254e-41
H2AFZ,13.792722,0.6303122,2.819183769084752e-43,4.5193241849307603e-41
RPLP1,13.691294,0.2750534,1.1445285932537558e-42,1.76279845098201e-40
MT-CO2,13.493053,0.5801839,1.7183416708097815e-41,2.454104331674697e-39
RPL9,13.386433,0.42298904,7.258417510514099e-41,9.502478257514708e-39
TRIB3,13.3235445,1.459831,1.6889368528117525e-40,2.174852291612511e-38
CD47,13.096457,1.1127944,3.449911489305603e-39,4.105917386135683e-37
EIF4EBP1,13.081687,0.70719284,4.190371076751287e-39,4.8922101408720546e-37
RTN4,13.080879,0.7939869,4.235140542066196e-39,4.8922101408720546e-37
CD63,13.027569,0.5857038,8.528203565962154e-39,9.708556378352569e-37
CD99,12.895908,1.1652207,4.746375010704583e-38,5.251095170293592e-36
ATF5,12.892562,3.0196512,4.956926506058858e-38,5.407869125707267e-36
CCPG1,12.744978,1.9022464,3.3248560437429256e-37,3.4822325631467574e-35
TRAPPC6A,12.644935,1.0059861,1.1932418015552322e-36,1.2172616040540714e-34
EIF3E,12.512466,0.856382,6.381176681782988e-36,6.426172158385304e-34
S100A11,12.449809,0.9531437,1.4017971978199925e-35,1.3763896236095052e-33
MTHFD2,12.425346,0.87696,1.9039957292738926e-35,1.846405734993386e-33
PTTG1IP,12.217067,1.0773321,2.520138490726583e-34,2.301824167983408e-32
GARS,12.174834,0.9205781,4.232536877732559e-34,3.7780201334760515e-32
GYPC,12.133062,0.5557622,7.056009096689077e-34,6.158327939388078e-32
CKLF,11.975555,1.3339711,4.772331612660561e-33,4.030824173919215e-31
RPS8,11.762545,0.26368672,6.087172950767684e-32,4.92935500291548e-30
RPL7,11.756775,0.4408103,6.517657828926694e-32,5.224102270022365e-30
BEX2,11.726658,1.1858393,9.306079877899613e-32,7.383763377868834e-30
RPL26,11.683041,0.43374336,1.556272577968434e-31,1.2103486237566386e-29
SERPINF1,11.678309,1.1234645,1.6453517699786556e-31,1.2670821718806216e-29
ANXA3,11.667462,2.6596408,1.869147517557155e-31,1.4254518204282965e-29
C11orf31,11.657539,0.7368282,2.100246890006781e-31,1.5862922424041602e-29
RPS3A,11.565227,0.39417627,6.182757757181779e-31,4.5816568096851767e-29
PIM1,11.549188,1.2634382,7.45213966623826e-31,5.470706269000143e-29
TMBIM6,11.528533,0.6447193,9.474452328489726e-31,6.890909540767295e-29
EIF3M,11.488146,0.62969697,1.5132429466702604e-30,1.0805930314631723e-28
UBE2L6,11.296368,1.4076148,1.367585876209423e-29,9.506537219137185e-28
COLGALT2,11.230018,2.0080497,2.904191485326293e-29,1.9497798390801736e-27
RPS16,11.219402,0.25840494,3.274767475283887e-29,2.161621724231507e-27
SLC7A5,11.183862,1.4365582,4.8914044601888474e-29,3.20183183623195e-27
MPLKIP,10.973043,0.80746835,5.150867366072246e-28,3.1609424344138665e-26
RPL30,10.914195,0.29079255,9.859921051982314e-28,5.874855075819413e-26
ATP5G2,10.869654,0.37194213,1.6080942760480063e-27,9.497428976208339e-26
RPS27A,10.846114,0.30725828,2.080842838556873e-27,1.2197776490197193e-25
ASS1,10.784381,4.4097104,4.079824767994549e-27,2.3055412627767753e-25
H2AFV,10.668182,0.5112578,1.4340385497233776e-26,7.71532384114872e-25
RPL12,10.5182905,0.27723065,7.115281967131485e-26,3.701360255087273e-24
RGS16,10.50779,1.3637924,7.953553072701597e-26,4.110207854346779e-24
IGFBP2,10.496597,5.245509,8.955032134263318e-26,4.5676478840674266e-24
AIF1,10.486904,1.4998502,9.922627131325904e-26,5.0285313623590314e-24
PRSS57,10.4569025,1.1108536,1.3623623806964133e-25,6.730412893314671e-24
RPS4X,10.300779,0.2508567,6.989247462425832e-25,3.3889221492194387e-23
GNG5,10.28324,0.5243522,8.385980085880876e-25,3.968185155096041e-23
SSR2,10.275047,0.63274336,9.129929407757654e-25,4.268785446305736e-23
SMYD3,10.224045,0.84100306,1.547454327141288e-24,7.108335520289367e-23
OAZ1,10.137618,0.25205258,3.761607697020351e-24,1.6884244834339918e-22
ACTG1,10.135656,0.6613753,3.837882405255611e-24,1.712873084845615e-22
CALM2,9.944685,0.45773947,2.6601390819464815e-23,1.1418247261579022e-21
GYPB,9.915376,0.7859239,3.5691006360430965e-23,1.5154208376280283e-21
SERP1,9.914337,0.49877238,3.606410881374112e-23,1.5230299716770778e-21
FCGR2A,9.82791,2.1167386,8.537196937712384e-23,3.529456944512146e-21
FXYD5,9.824795,0.6165165,8.805336157105204e-23,3.621252121155046e-21
SHMT2,9.766176,0.86750853,1.5727614632360055e-22,6.3680625225354764e-21
AL592183.1,9.724636,1.3537657,2.367511517888122e-22,9.392324733844041e-21
C7orf73,9.694173,0.80676603,3.192140379914704e-22,1.2600132002125627e-20
HES1,9.691634,1.5743172,3.272501054952769e-22,1.2852747893327e-20
BUD31,9.652863,0.612825,4.780216395521905e-22,1.8588415736051765e-20
RPL23,9.571052,0.30524838,1.058241131717784e-21,4.015692796929079e-20
DYNLL1,9.499509,0.5467111,2.1088179479684336e-21,7.813568387401909e-20
RPL36AL,9.488317,0.43991786,2.3479574281114715e-21,8.618320372811032e-20
TSEN15,9.4717,1.0316235,2.753253562236629e-21,1.005897987505522e-19
PSME1,9.437314,0.9941159,3.824580895107449e-21,1.3908371727346763e-19
PFN1,9.416429,0.2502071,4.6669394864646265e-21,1.6815967736779652e-19
MYL12B,9.411467,0.5745179,4.892626472091305e-21,1.7548667095103745e-19
PLP2,9.4088125,0.8629965,5.017739665421223e-21,1.7915611396310776e-19
ORAI3,9.22765,1.891406,2.766352894839573e-20,9.326052355778904e-19
MCFD2,9.203879,0.80880344,3.452553741880895e-20,1.1589662240373688e-18
S100P,9.196148,5.103865,3.71011340916582e-20,1.2401251416594688e-18
SUMO2,9.126799,0.48649034,7.055490523952158e-20,2.328608322085891e-18
LAPTM5,9.092066,0.5863468,9.717470873552649e-20,3.154162550072564e-18
NDUFC2,9.076719,0.3133313,1.1189697531979229e-19,3.617081239246784e-18
RSL24D1,9.0452175,0.65503305,1.4936752876103174e-19,4.750129305335646e-18
ERP29,9.014639,0.4181362,1.9751982822728234e-19,6.181347612451405e-18
SLC25A1,8.96906,0.7410783,2.9905598668297474e-19,9.28492006084888e-18
GDF15,8.916673,0.8875136,4.805073557605814e-19,1.4629400308137082e-17
COMMD7,8.89798,0.92374367,5.687255940039784e-19,1.7182075157312505e-17
DRAP1,8.884479,0.43820664,6.42211594754855e-19,1.932786236321604e-17
IDH1,8.7836275,1.306391,1.5828513463372813e-18,4.622043615419831e-17
OSTC,8.778204,0.6109669,1.6610540501775866e-18,4.8324368756092377e-17
PSAT1,8.765165,1.3965969,1.8650306157683806e-18,5.385961576051702e-17
PGLS,8.752357,1.0064945,2.0894252673417032e-18,5.946534592380102e-17
SOCS1,8.724778,1.4867443,2.6670206998495704e-18,7.562977471956092e-17
BRK1,8.617581,0.34205544,6.838344064567225e-18,1.884743600953528e-16
GCAT,8.616197,0.80385876,6.921509666457313e-18,1.9009950500007762e-16
CTD-3064M3.1,8.589311,4.860944,8.749294740705008e-18,2.386309381536036e-16
ITM2B,8.567501,0.6389952,1.057544784717473e-17,2.8644876841226727e-16
EIF1B,8.535308,0.7531794,1.3978303264480504e-17,3.747425670392299e-16
SEC11A,8.508883,0.6443189,1.7561660695994858e-17,4.676164229391173e-16
CORO1A,8.485344,2.3842447,2.1508225624132745e-17,5.705415037431901e-16
MYL12A,8.420148,0.5302946,3.760088411791331e-17,9.878091797532075e-16
NDUFA4,8.402263,0.28498152,4.379573007383224e-17,1.1467181990998408e-15
YARS,8.390377,0.5702469,4.845842705693427e-17,1.2645878555887664e-15
STMN1,8.372953,0.5020698,5.619182871658736e-17,1.4567221602930486e-15
PSMA4,8.367645,0.4200905,5.878094491206166e-17,1.5138502369975225e-15
RPS24,8.329105,0.3279023,8.145574575131032e-17,2.0909636695311848e-15
EIF3F,8.220523,0.5934162,2.0261800722588453e-16,5.084870436930744e-15
UNC5B,8.182213,5.268685,2.7867746776807834e-16,6.971374233497628e-15
VAMP8,8.175636,0.44129613,2.943094183656438e-16,7.339049146863911e-15
TMEM219,8.100402,0.6117856,5.477812927404934e-16,1.3158477230815216e-14
GPSM3,8.0070505,0.6883431,1.1749210455954322e-15,2.754926809896155e-14
RP1-39G22.7,8.006358,1.566925,1.1815513633737889e-15,2.7592019571033635e-14
PCK2,7.98905,1.2361426,1.3598280075679771e-15,3.16019201167055e-14
SQSTM1,7.9718566,0.8724778,1.5630811354636279e-15,3.60058719034217e-14
SEPT6,7.9712796,0.9665516,1.5703969613139642e-15,3.6064357702145e-14
NUCB2,7.9536247,1.2094052,1.8113194565974786e-15,4.1360216080154635e-14
SEC61B,7.945663,0.42697376,1.931548853231918e-15,4.3977728238077437e-14
LAPTM4B,7.9378166,0.36725736,2.057715338480221e-15,4.658027084657676e-14
TES,7.8976607,1.6193346,2.84186673568938e-15,6.341722502511387e-14
RGS10,7.8865833,0.53649324,3.1057265526347437e-15,6.871966780548145e-14
ALDH2,7.874929,1.2342373,3.409371661964749e-15,7.480618548808129e-14
COMT,7.8715825,0.31357336,3.5018336903982987e-15,7.662090149882627e-14
SUMO1,7.8609667,0.4148971,3.811807538983602e-15,8.317152282976721e-14
IDH2,7.8264647,0.8356094,5.017797854474697e-15,1.079857593065719e-13
RPS6,7.816195,0.27301976,5.44439935933768e-15,1.1652794814059258e-13
RNF181,7.7279215,0.718333,1.0931677047377893e-14,2.3020998178861486e-13
CALCOCO2,7.6968813,1.2958735,1.3942715434141654e-14,2.9127667482761357e-13
MZT2B,7.696189,0.32252565,1.4018430974475612e-14,2.9208163210744277e-13
FOLR1,7.6799192,1.4512074,1.591891389408854e-14,3.302262536978701e-13
P4HB,7.57976,0.61054,3.4619410148686e-14,7.026756245941306e-13
CD164,7.533604,0.58886635,4.935862212301744e-14,9.941332737853897e-13
RBCK1,7.5206804,0.72871774,5.4491907982872555e-14,1.0863805512829034e-12
SUB1,7.510757,0.3706253,5.878650140962273e-14,1.1660807287186529e-12
CTH,7.4991026,1.3028399,6.425631417765882e-14,1.2681742408681157e-12
THYN1,7.473832,0.69899035,7.789261937062503e-14,1.5258018083697247e-12
PRR13,7.4495997,0.42114165,9.362368694214415e-14,1.8248487864281447e-12
COX5A,7.4466,0.27505857,9.577658774636169e-14,1.8621908335338392e-12
CLIC1,7.43183,0.29892537,1.0710552924049784e-13,2.072201803409139e-12
CCNI,7.384289,0.45928413,1.532701795018251e-13,2.9292877371942484e-12
HSPA5,7.3608646,0.5342634,1.8272258032774413e-13,3.4502064146019956e-12
CSF3R,7.282053,2.4640853,3.287773924675783e-13,6.019921719890041e-12
NEAT1,7.2759376,0.66620636,3.440228469056422e-13,6.269836339776843e-12
UQCRB,7.219396,0.47650954,5.22188955948576e-13,9.386256862645456e-12
GAS6,7.2121267,1.1734033,5.508470425586833e-13,9.853242940771844e-12
DYNLRB1,7.2117805,0.61127883,5.522495624506804e-13,9.853242940771844e-12
RTN3,7.2115498,0.6570119,5.531865228364587e-13,9.853242940771844e-12
MRPS22,7.184664,0.6344164,6.737279216845303e-13,1.1919218073945913e-11
CENPH,7.165278,0.847544,7.762876379298124e-13,1.3592155577993073e-11
PCBP2,7.135392,0.36794642,9.651166119260414e-13,1.6809292653390366e-11
C10orf11,7.114391,1.29103,1.1240803727981553e-12,1.9534626832587412e-11
MKNK2,7.080697,1.1774358,1.4343114843725202e-12,2.4439298719622877e-11
CMTM3,7.0743504,1.1676289,1.5015024585391547e-12,2.5528791800487143e-11
PRSS1,7.057273,2.4315963,1.698020513994387e-12,2.8560923206479463e-11
MTCH1,7.039618,0.40171152,1.9276744254194263e-12,3.2148370725413147e-11
BCAT1,7.0119243,0.65393263,2.3506219082962134e-12,3.8627897677127104e-11
CAPZB,6.988154,0.4778851,2.7852655794408704e-12,4.5390583250016676e-11
SPI1,6.983077,1.0453453,2.8878436986811514e-12,4.6867793911447196e-11
TM6SF1,6.980192,3.2859228,2.94776773094391e-12,4.7741681498070956e-11
MYH9,6.9578066,1.3897139,3.456118246394472e-12,5.5630755789812666e-11
RMI2,6.947421,1.0414621,3.7202368465096424e-12,5.963767434557804e-11
FUCA2,6.922035,0.6744605,4.452001201357481e-12,7.050497870294962e-11
PSIP1,6.8915725,0.6165205,5.517906541914875e-12,8.634094798155646e-11
NDUFS4,6.882687,0.64991724,5.873388674096635e-12,9.117681429847643e-11
UTP11L,6.868725,0.46431714,6.477823647011391e-12,9.977118577896957e-11
COX7A2L,6.8644557,0.35957193,6.6745309645903185e-12,1.0239929829464248e-10
FAM83A,6.8603015,0.5804977,6.871535650451799e-12,1.0521620377056311e-10
CCDC23,6.8428774,0.64274347,7.761798142453825e-12,1.1815683024995116e-10
PPP1R18,6.7769895,0.7021838,1.227056346793237e-11,1.8117533090339995e-10
FAM49B,6.759912,0.5666712,1.3807564849445091e-11,2.0272602222876856e-10
MARS,6.7446804,0.68871397,1.5336422760757083e-11,2.2475298654057256e-10
DYNLT1,6.730141,0.52232033,1.6949849690626287e-11,2.474741065425083e-10
THOC7,6.728872,0.5717749,1.7098346571414567e-11,2.4917905810475216e-10
TMEM59,6.724372,0.46412125,1.7635172308635735e-11,2.5652644163765497e-10
MEX3B,6.716179,1.5966135,1.865516228774881e-11,2.7036217669790945e-10
FAM175A,6.6889467,1.4013144,2.247823126738486e-11,3.2161476612988717e-10
C19orf10,6.644868,0.3993109,3.034894213287879e-11,4.287606842693577e-10
SYF2,6.6412907,0.7362238,3.109481454055962e-11,4.385094581976586e-10
TSC22D3,6.638175,2.0163274,3.175904084430819e-11,4.470739531040159e-10
TEX30,6.6149817,0.50887585,3.7159779270003015e-11,5.166195861342896e-10
VAMP2,6.541478,0.86345494,6.091378587423904e-11,8.321352835515611e-10
ILF3-AS1,6.5324774,0.8201653,6.469048387565629e-11,8.791414374451215e-10
PSPH,6.5226693,0.80809796,6.906698683924737e-11,9.33771396940255e-10
UXT,6.5175924,0.46818236,7.144489482300743e-11,9.626066017748258e-10
FCER1G,6.5152845,0.7508708,7.25520535877636e-11,9.741818477468086e-10
TARS,6.471436,0.4630029,9.707581583749881e-11,1.277270575215332e-09
RBM8A,6.3990865,0.28907272,1.563094278056406e-10,1.999691458327862e-09
ERV3-1,6.3866243,0.9868997,1.6958770907545228e-10,2.1625185954345417e-09
MAP1LC3B,6.380624,0.4986979,1.7636796703084774e-10,2.2380781599794978e-09
SERPINB1,6.3481994,0.7514508,2.1784986541396328e-10,2.7467266337506927e-09
B2M,6.346584,0.27378297,2.2014872248258935e-10,2.7668291441611833e-09
WDR83OS,6.2968507,0.27797717,3.037539431349871e-10,3.769332106359121e-09
C22orf39,6.2788496,0.38031414,3.4108728385557506e-10,4.199436700134078e-09
ATP2A3,6.2623487,2.1449041,3.792214966991073e-10,4.647090259861916e-09
RP11-301G19.1,6.246425,0.35761636,4.1995368219125995e-10,5.138218338960042e-09
TMEM50A,6.236501,0.45607907,4.4746539005863076e-10,5.4493653316442546e-09
UBE2B,6.2208085,0.67205286,4.946002092472653e-10,5.986262933185313e-09
WIPI1,6.2146926,1.9692917,5.142522287683969e-10,6.195477387999629e-09
COMMD6,6.1836524,0.5015685,6.263512733715343e-10,7.42079826897949e-09
SAP18,6.1818066,0.34254447,6.337223362225496e-10,7.496820709379709e-09
POLR3GL,6.1770754,0.5331984,6.529991287654734e-10,7.713245348049314e-09
MAP3K8,6.172229,1.069861,6.733389608453208e-10,7.917780744670651e-09
GPT2,6.171075,1.4516175,6.782721354067681e-10,7.951981527791288e-09
EIF3L,6.1703825,0.346394,6.812489462272877e-10,7.97497834965029e-09
SNRNP27,6.1576896,0.62241346,7.381376668337455e-10,8.628082400266476e-09
ARPC3,6.1121106,0.28379062,9.832200509325984e-10,1.1374364506738675e-08
GLTSCR2,6.1094565,0.3415736,9.997092662084712e-10,1.1539494123553702e-08
ESD,6.1073794,0.52246714,1.0128016703201109e-09,1.166503976593031e-08
NDUFA12,6.105764,0.34566873,1.0231000971435193e-09,1.1766400092331397e-08
PRSS8,6.0307603,3.026924,1.631899782001532e-09,1.8523949115060742e-08
PNISR,5.9698343,0.42397633,2.3749464704538162e-09,2.6498870064509556e-08
MTHFD1L,5.956449,0.9384628,2.5777745377684295e-09,2.8639913711698744e-08
SKP1,5.900254,0.33131248,3.6294252303892464e-09,3.9513962959121817e-08
RNASET2,5.894946,0.75071776,3.7480396652578395e-09,4.072040327883863e-08
UBC,5.8840995,0.3988464,4.002275227413487e-09,4.336258194666612e-08
SSR4,5.8675985,0.31123748,4.4215240857566715e-09,4.757681053920364e-08
HMGB2,5.8670216,0.45653173,4.4369309764000845e-09,4.767728155899133e-08
LY6E,5.8487897,0.35066745,4.951621945194649e-09,5.277474949729168e-08
IARS,5.8182116,0.46304518,5.94806426610416e-09,6.288296744313347e-08
LST1,5.810134,1.4049304,6.242282511505039e-09,6.572805513119581e-08
TMEM66,5.807134,0.44807863,6.3551296392507636e-09,6.673735737475233e-08
ASAH1,5.8004413,0.48559445,6.614062402748197e-09,6.917904150943688e-08
PRSS3,5.798595,2.3241038,6.687279400178676e-09,6.985183469202593e-08
GRN,5.796287,0.58030176,6.7799097968461054e-09,7.063155365281983e-08
LARS,5.7797866,0.4077874,7.479551172493684e-09,7.77141196560025e-08
C7orf50,5.766055,0.5730631,8.114859539837758e-09,8.387134432292841e-08
FNBP1,5.7544007,1.4492457,8.694976908656072e-09,8.939665394959874e-08
MEAF6,5.7529006,0.36342728,8.772513114802896e-09,9.007593531604802e-08
TALDO1,5.745054,0.3540981,9.189168816186124e-09,9.398557428534115e-08
PYCARD,5.741246,0.5854007,9.398241239449881e-09,9.599894009867206e-08
CD55,5.695782,0.63847566,1.2280752130351152e-08,1.2272939947062125e-07
MCTS1,5.6840124,0.59982705,1.3157068961033606e-08,1.3098704269824965e-07
PSAP,5.65528,0.42111975,1.5559217425792925e-08,1.5392651496171717e-07
DUSP23,5.637395,0.65764123,1.7264204550052324e-08,1.6972506475677223e-07
CAP1,5.6346254,0.3748079,1.7543927226092428e-08,1.7182986079919705e-07
SSR1,5.6027775,0.5588794,2.109437416175094e-08,2.0355811921443937e-07
UBE2D2,5.5701222,0.26087943,2.5456073860139425e-08,2.4414830301757653e-07
NAA38,5.5491214,0.389817,2.8710917335137792e-08,2.736944850333827e-07
IFT20,5.531005,0.7848349,3.1840148151150594e-08,3.0169404550939434e-07
CYBA,5.530774,0.30896536,3.188207044727288e-08,3.0172730525702226e-07
PYCR1,5.5278893,0.39457518,3.2410638352146174e-08,3.059922647308993e-07
SLC31A1,5.500657,0.78572464,3.783781976637236e-08,3.542503864896959e-07
CCND3,5.4832335,0.38884887,4.176217444106456e-08,3.8959843258261533e-07
CTNNBIP1,5.4812717,1.0282958,4.2227953687848035e-08,3.9347636562045825e-07
TPRKB,5.4805794,0.44963652,4.239354584101621e-08,3.945513063758084e-07
LINC01003,5.4785023,0.82107735,4.289410869524324e-08,3.9873754295992387e-07
TSPO,5.469502,0.42376477,4.5130227978460496e-08,4.1853357824180306e-07
VIM,5.46304,0.63371384,4.680491736200841e-08,4.335526248568114e-07
SLTM,5.4490776,0.473601,5.063168174640642e-08,4.6461665901638134e-07
NFU1,5.4457316,0.7171267,5.159293768754549e-08,4.7178408094955743e-07
DDIT4,5.434077,0.5325851,5.508079630867927e-08,5.030926220984601e-07
SMDT1,5.4214993,0.33429983,5.910118069517623e-08,5.373145536581126e-07
SLC1A5,5.420115,0.46510738,5.956078866556542e-08,5.408670462057993e-07
SEC63,5.40396,0.5006693,6.518544542058928e-08,5.898982416805632e-07
LMO4,5.3946133,0.5869548,6.867120903785892e-08,6.200141919452664e-07
GMFG,5.3534193,0.70183015,8.630760915427346e-08,7.695190350815188e-07
RNASEH2B,5.3245716,0.41405123,1.0119125797273495e-07,8.941027349559427e-07
HEPH,5.322033,1.0526923,1.0261396409162994e-07,9.056547055502845e-07
PHPT1,5.320533,0.2597048,1.0346373402718188e-07,9.121297764124733e-07
GDI2,5.3023014,0.43238845,1.1435194621975885e-07,1.001376296049282e-06
FAM129A,5.258453,4.497134,1.4527237944897805e-07,1.2539720226062885e-06
NAP1L1,5.2562604,0.27391106,1.470140227963067e-07,1.267612677349055e-06
FAM127B,5.250722,1.0705554,1.5150439258886985e-07,1.3006196762683855e-06
ISCU,5.249222,0.3384595,1.5274318230253805e-07,1.3098228133039698e-06
SUCLG1,5.205835,0.4065856,1.931262874629897e-07,1.6294382255873084e-06
COPS6,5.203181,0.40739888,1.9590596528895887e-07,1.6493476498872153e-06
LINC00662,5.1872573,1.2635708,2.1341404634302655e-07,1.7852687263306428e-06
DBI,5.183103,0.37926546,2.1822442611443512e-07,1.8196951880349128e-06
INHBE,5.1728334,2.4970677,2.3057073634607673e-07,1.9185732351678313e-06
CCDC115,5.149755,0.5729102,2.6082664953122064e-07,2.1543568160544038e-06
HOXB9,5.1398315,0.5091945,2.7498474563204513e-07,2.2617855255913243e-06
WASF2,5.1377544,0.41804847,2.780406129045306e-07,2.2835424109639503e-06
SESN2,5.1346393,0.88191354,2.82685990375939e-07,2.3178480734895625e-06
CHMP5,5.1265616,0.57773834,2.9508130186033584e-07,2.4044228486648735e-06
AP1S2,5.122177,1.2173469,3.0202830502839774e-07,2.4584791046612065e-06
SARS,5.1090226,0.42244247,3.2382992844284345e-07,2.625060978244103e-06
BTF3L4,5.106484,0.42310494,3.28208675838597e-07,2.657813555373381e-06
DRAM2,5.105676,0.73363304,3.296138609259252e-07,2.666443746213329e-06
PPIC,5.1048684,0.46851438,3.310248529897162e-07,2.672353772080391e-06
TWF2,5.094599,0.781179,3.494808598969156e-07,2.806924493343836e-06
C12orf57,5.0679436,0.3518496,4.021368036704886e-07,3.2166849214171975e-06
EPS15,5.060212,0.7732394,4.187898988037315e-07,3.343083999088731e-06
PPP1CA,5.0579047,0.2588872,4.23888602176792e-07,3.3735004762904772e-06
CELF2,5.052135,0.38056785,4.368987449320221e-07,3.4665046883242766e-06
C6orf1,5.0410576,0.7675974,4.6296628721231463e-07,3.6512050060770394e-06
RNF187,4.998363,0.55518156,5.781903641424462e-07,4.501174737699618e-06
AC007405.6,4.9961705,0.7970972,5.847990851885237e-07,4.539127286715271e-06
ERCC1,4.9931707,0.57982004,5.939607034777994e-07,4.596612143663167e-06
SPN,4.98717,0.6957867,6.127007712531613e-07,4.723027044350915e-06
TPM4,4.9801316,0.6506415,6.354110997899549e-07,4.883712513551953e-06
ARHGEF2,4.969746,1.1897007,6.70405659566502e-07,5.137596542336462e-06
C4orf27,4.9598227,0.7700871,7.055754069063166e-07,5.396586972978691e-06
MMP24-AS1,4.945745,0.8535889,7.585316317012099e-07,5.767924459838338e-06
ATF6,4.939514,0.70610523,7.831751270025253e-07,5.938070099039417e-06
TMEM60,4.9352446,1.0608366,8.005038083534026e-07,6.057762441826567e-06
ALG5,4.9135513,0.394279,8.944136360602853e-07,6.735972302256511e-06
RPA3,4.906743,0.3659996,9.260116390048627e-07,6.953940176274566e-06
NQO1,4.899012,0.7326363,9.63197558448512e-07,7.198779088118994e-06
SURF1,4.898666,0.56813043,9.648957866922777e-07,7.202001862687833e-06
PSMA5,4.8896656,0.32472903,1.0100752331514778e-06,7.5062828348201115e-06
MANF,4.88805,0.48942012,1.0183970425383523e-06,7.553832643190516e-06
POLR2G,4.87928,0.30656427,1.0647367254858285e-06,7.882664447399796e-06
TF,4.867164,1.9072052,1.1321091859950762e-06,8.365679826896824e-06
NUPR1,4.8652024,3.6168115,1.143395950379581e-06,8.441142096082338e-06
SLC2A4RG,4.864741,1.3960854,1.146067352449451e-06,8.452919299052053e-06
MSRB2,4.840509,0.99918693,1.2950691626183968e-06,9.498383074105983e-06
SERPING1,4.836009,1.1455187,1.324719988584923e-06,9.706786856655382e-06
ARPC1A,4.825855,0.37787512,1.3940422906070516e-06,1.0176767837098876e-05
PDCD2,4.817431,0.31747046,1.4541831887926746e-06,1.0547192011049363e-05
SERPINH1,4.809931,0.71063787,1.5098265088611085e-06,1.091047582990249e-05
EPRS,4.8013916,0.26937228,1.5756664581269178e-06,1.1344509650400494e-05
BHLHE40,4.798392,0.509996,1.599447984417252e-06,1.1484153489577253e-05
ITM2C,4.775544,0.8714591,1.7922178027739244e-06,1.274015460704903e-05
TSC22D1,4.7083874,0.428857,2.4968449544742578e-06,1.7279926975678676e-05
EIF3J,4.6910787,0.30446765,2.717684924852782e-06,1.8709390959437862e-05
TATDN1,4.6869245,0.96569896,2.7734111304357175e-06,1.905961892351055e-05
WDR18,4.679078,0.26468885,2.8816775769369297e-06,1.9769063202479986e-05
GLRX2,4.6591153,0.42856398,3.1757097273462363e-06,2.157889265424281e-05
ATP6V0E1,4.655654,0.32799256,3.2295421705491717e-06,2.1887880715844474e-05
TIMP1,4.646076,0.26833957,3.383077527455483e-06,2.282996046233919e-05
TP53I13,4.6443458,1.0156149,3.4115615918815468e-06,2.2982689797795497e-05
TUBA1A,4.638576,1.0461657,3.508178802458005e-06,2.3613320045679204e-05
NKIRAS2,4.6292295,0.76932293,3.670289751911198e-06,2.464113333441236e-05
RSF1,4.6286526,0.50866425,3.6805284616704503e-06,2.468877119250332e-05
GABARAPL2,4.628191,0.3276817,3.6887391390861968e-06,2.4722735441571735e-05
CKS2,4.6263447,0.46393344,3.721757790475181e-06,2.4901539560632492e-05
NIPSNAP3A,4.6219597,0.6458721,3.801316484811824e-06,2.5390596078398706e-05
SH3BGRL,4.6038437,0.43378407,4.147641143845553e-06,2.7563215892476158e-05
PPIE,4.5956507,0.2824772,4.31400606475087e-06,2.854803507886949e-05
