names,scores,logfoldchanges,pvals,pvals_adj
SUPV3L1,-3.404361,-0.65232044,0.000663190388811753,0.002681091355695481
OXNAD1,-3.4081688,-0.49148452,0.0006540040018031531,0.0026453148476641443
STRAP,-3.4083996,-0.31259698,0.0006534510721320284,0.0026444400677986006
JUND,-3.4107075,-0.45165014,0.0006479456357039256,0.0026248648625344694
MBNL1,-3.4124384,-0.38229886,0.0006438449020910659,0.002610945640642913
TRMT5,-3.4132462,-1.2328929,0.0006419394987693873,0.002604563410554513
DLEU1,-3.417977,-0.3541847,0.0006308841979124261,0.002561031201344758
NDUFA7-1,-3.419708,-0.44123182,0.0006268840204308693,0.0025471887072994522
TOPORS,-3.4234004,-0.55602175,0.0006184290479993784,0.002514368619065796
MRPL42,-3.425016,-0.4079531,0.0006147634665136775,0.0025007597252537216
ERI3,-3.431247,-0.3232525,0.0006008133461975979,0.0024478157854679107
ARL2,-3.4344778,-0.35033828,0.0005936964891678147,0.0024200757251754976
PKIG,-3.434824,-0.58463633,0.0005929386409130364,0.0024182414456759608
C15orf57,-3.4364395,-0.609315,0.0005894139074894728,0.0024051149315999004
CSTF3,-3.4395552,-0.42639077,0.000582671225579112,0.002378837046218256
CINP,-3.4417474,-0.48525685,0.0005779694991187559,0.002360868650846504
MAP3K4,-3.4423244,-0.5756745,0.0005767380870763747,0.0023570643465062034
TMEM161A,-3.4426706,-0.44995144,0.0005760004128831122,0.00235527498344448
LYPLA2,-3.4434783,-0.89476085,0.0005742825882266517,0.0023494738179793487
SSNA1,-3.444286,-0.28925553,0.0005725695349039715,0.002344908079598903
TUBGCP2,-3.4449785,-0.6366801,0.0005711049918751283,0.002340130261439297
HIST1H2BN,-3.4457862,-0.6001129,0.0005694007674187846,0.0023343648371996623
ZNF394,-3.4479785,-0.5663945,0.0005647988575688335,0.0023167075854846927
TUBA4A,-3.4536326,-0.99596035,0.000553090132210648,0.002271052267911469
ZNF131,-3.461133,-0.42185515,0.0005379068647081961,0.0022110195825656097
DESI1,-3.4615946,-0.43475357,0.0005369853127656924,0.002208387241766761
FNBP4,-3.4650564,-0.39905927,0.0005301204200055376,0.0021812969613114186
RMI1,-3.467364,-0.7948834,0.000525589353940086,0.0021637863601673877
FBXO34,-3.4677103,-1.0103419,0.0005249128152426303,0.0021621343281231576
ANKRD13C,-3.4682872,-0.80298215,0.000523787053958874,0.0021586292281463564
NOC4L,-3.4707105,-0.45178524,0.0005190833833000019,0.0021403674413761234
SCAMP1,-3.4749799,-0.7439188,0.0005108916237259975,0.0021076962733023686
DIS3,-3.4762492,-0.45427462,0.0005084795737430495,0.002098847636233134
TEFM,-3.47648,-0.56951815,0.0005080421613910481,0.0020981446780897386
MTOR,-3.4789033,-0.73442495,0.0005034704617981875,0.0020803579576142888
C12orf44,-3.4792492,-0.4638726,0.0005028205016527115,0.002078765810780026
IL27RA,-3.4808648,-0.98006874,0.0004997976847678129,0.0020673569319911377
EMP2,-3.4822495,-1.4406972,0.000497220193185598,0.002057779039764422
FAM78A,-3.4831727,-0.49980277,0.0004955087567761252,0.0020517771663028277
MGME1,-3.486288,-0.48124242,0.0004897731263264716,0.0020301677611052425
EMG1,-3.4877882,-0.37883902,0.0004870336632091119,0.002019878260035678
NANS,-3.4895191,-0.33683574,0.0004838905032241818,0.0020079027484553344
TMOD1,-3.4898653,-0.57197714,0.0004832641458239917,0.002006363565247069
OAT,-3.4914808,-0.4709047,0.000480351130250853,0.0019953242348601007
ASXL2,-3.4926345,-0.51135385,0.00047828044093529455,0.0019877740018765812
ZNF787,-3.4929807,-0.79255265,0.0004776608595842447,0.0019862498952007636
FHL3,-3.4932115,-0.4281596,0.0004772482213601668,0.0019855851582542957
POLR3D,-3.4978273,-0.49148956,0.0004690649600019905,0.001955682197885157
DSN1,-3.498058,-0.6154361,0.0004686592532657143,0.001955682197885157
PSMD5,-3.4993272,-0.38519314,0.00046643371178341626,0.0019488493649248589
NOL9,-3.4999042,-0.7092243,0.00046542536500032217,0.001945671230482986
ACAD9,-3.5008273,-1.2553204,0.0004638162394565063,0.0019399768695052488
SEPHS1,-3.503943,-0.52470374,0.0004584236810136264,0.0019184432681737004
CHCHD1,-3.5042892,-0.29151782,0.0004578281326983016,0.0019169722720389973
KHSRP,-3.5044045,-0.4030234,0.0004576297770799556,0.0019169722720389973
ASUN,-3.5054429,-0.470668,0.0004558481816603175,0.0019107190325196339
SH3GL3,-3.5068276,-1.3322794,0.0004534827880505699,0.0019018191671848514
MLLT11,-3.5071738,-0.46025002,0.00045289323197997435,0.0019003612912407578
ZFYVE20,-3.5072892,-0.8836227,0.0004526968722925076,0.0019003612912407578
EIF2B4,-3.5113277,-0.6054959,0.0004458741277551813,0.0018729097719341974
LARP1B,-3.5135202,-0.82416713,0.0004422106640293381,0.0018585151235689945
EFTUD2,-3.5147896,-0.4453565,0.00044010257289306317,0.0018516366952731715
ZFP36L2,-3.5159435,-0.52730477,0.0004381942704513775,0.0018445959241133816
PCNT,-3.5159435,-0.52960825,0.0004381942704513775,0.0018445959241133816
YOD1,-3.5168667,-0.5299094,0.00043667319289573514,0.001840165198603004
ANK1,-3.5176744,-0.6515902,0.00043534629481686024,0.0018365441169637148
ZNF598,-3.5181358,-0.7809381,0.0004345897582993874,0.0018343377492969844
RITA1,-3.5197513,-0.66765714,0.0004319515349931972,0.001824182423318045
DCTN1,-3.520559,-0.68490994,0.0004306380376452753,0.0018196136555694662
CDCA5,-3.5239055,-0.5673422,0.00042523603149887404,0.0017996923639136077
RTCB,-3.5245976,-0.37813276,0.0004241263041565303,0.0017959634065496204
TANGO2,-3.526444,-0.5400525,0.00042118023768818966,0.001785413257982045
ESF1,-3.5297904,-0.45821416,0.00041588914338449705,0.001763935864624851
HS2ST1,-3.5303674,-0.58936906,0.0004149831840123702,0.0017610442519811818
GNPTAB,-3.5307133,-0.51644135,0.0004144404934547496,0.0017596919330200313
RSBN1L-AS1,-3.5307133,-0.60147196,0.0004144404934547496,0.0017596919330200313
ASNSD1,-3.5323288,-0.49116954,0.00041191669034047046,0.0017508688325889585
RNF34,-3.5329058,-0.48521397,0.0004110188162686786,0.001747998268430141
SATB2,-3.5330212,-0.69822663,0.0004108394609584519,0.001747998268430141
TMEM128,-3.5350983,-0.60444576,0.00040762353964056533,0.001735437888280022
ALDH1B1,-3.536483,-0.8844379,0.00040549267211088043,0.0017273020278909795
SPSB2,-3.5367138,-0.95768625,0.0004051385407906238,0.0017267299174771296
SPRTN,-3.5431757,-0.55779284,0.0003953393786546999,0.0016886301355805698
TOR3A,-3.5435216,-0.35733673,0.000394820724682603,0.0016882508396199492
ATL2,-3.5435216,-0.9075195,0.000394820724682603,0.0016882508396199492
SLC25A17,-3.5444448,-0.5252963,0.00039344075394991704,0.0016841837178619065
ENDOD1,-3.544791,-0.91045374,0.0003929244278281248,0.0016828906110086808
PIGH,-3.5452526,-0.493738,0.0003922369778489206,0.0016808627719603225
ECHS1,-3.5460603,-0.3611867,0.00039103664396830407,0.0016775493382692672
SLBP,-3.5475605,-0.33032715,0.0003888165540009558,0.001669849115187265
C11orf57,-3.5524068,-0.4645382,0.00038172419252859306,0.0016402863962320013
MRPL24,-3.5530992,-0.42951515,0.0003807209251637295,0.001636870753782756
C1orf35,-3.5530992,-0.41511965,0.0003807209251637295,0.001636870753782756
EGLN3,-3.5547147,-1.0347427,0.0003783895443119857,0.0016286300660661084
SNF8,-3.5603688,-0.27279428,0.0003703343782549467,0.0015957084702098773
ARF3,-3.562215,-0.38391814,0.0003677390325838079,0.0015853952255465483
ZBTB11,-3.563138,-0.6633323,0.0003664477460077635,0.0015806957962059209
FBXO5,-3.5632534,-0.5017793,0.00036628663359810926,0.0015806957962059209
ATP2B1,-3.5641766,-0.42039788,0.00036500011650110817,0.0015770494582597386
DNAJC9,-3.5653305,-0.28124782,0.00036339791131141,0.001570990970473927
PAK1,-3.5676384,-0.6519931,0.0003602132100592961,0.001558939264471499
COPRS,-3.5679846,-0.38028085,0.00035973776198552725,0.0015577398679141768
BRD9,-3.5684462,-0.5670775,0.0003591047440279543,0.0015558564613014788
ABCF2,-3.5732925,-0.50926363,0.00035252065042906634,0.0015290169569963093
NCAPG,-3.573754,-0.54158926,0.00035189951771062223,0.0015271661390148827
CPOX,-3.5752542,-0.6787384,0.00034988789837537583,0.001520115841669567
TMEM206,-3.5757158,-1.181313,0.00034927110572784825,0.0015182758912519359
FBXL15,-3.5787158,-0.4289385,0.0003452866768842014,0.0015017867369465127
MFSD3,-3.5799851,-0.66580826,0.0003436137906104096,0.0014953386843461315
MARCH7,-3.5814853,-0.39205843,0.000341646518998123,0.0014876016667019158
RAP1B,-3.583216,-0.48724705,0.00033938968494258653,0.0014794150805904646
SAV1,-3.5836775,-0.6393079,0.0003387902224338676,0.0014776219862398833
ZRANB2,-3.5850623,-0.33603406,0.00033699777333037664,0.0014706208386167268
PGBD2,-3.5867932,-0.9254161,0.0003347696890513881,0.0014617097873811304
C16orf59,-3.5869086,-0.60398096,0.0003346216412690266,0.0014617097873811304
AHCTF1,-3.587601,-0.4424887,0.00033373464029015767,0.001458812242336777
ZNF670,-3.590601,-0.619067,0.0003299163321161915,0.001442924715352274
PDHA1,-3.5918703,-0.41604283,0.0003283132333145682,0.0014367133413292106
SRPRB,-3.5939474,-0.4592484,0.0003257056959869516,0.0014260971248481074
RBM15,-3.5952165,-0.9367957,0.0003241217558707042,0.0014199533699745576
ALYREF,-3.597986,-0.43918905,0.00032069087730645783,0.0014057069426574925
C9orf156,-3.598563,-1.1066055,0.0003199804028512541,0.001403375803683194
COG2,-3.5990245,-0.8031383,0.00031941308438186375,0.0014016702669382903
MOGS,-3.6020246,-0.6679205,0.00031574840221255246,0.0013879147730160041
PLCB4,-3.60364,-1.0999246,0.000313791452012769,0.0013800850255096869
ZCCHC11,-3.6041017,-0.38031328,0.0003132344124712953,0.001379179545942839
NAGPA,-3.6077943,-0.76950955,0.00030881130847156197,0.0013610721104655257
IFNAR1,-3.6097558,-0.45326418,0.00030648538762568145,0.001351736507467562
CRYAB,-3.6099865,-1.821507,0.0003062128309250025,0.0013512931387167947
WDR53,-3.6105635,-0.8734794,0.00030553243181394264,0.0013490484833606068
TUBA1C,-3.6111405,-0.35149613,0.0003048534485810567,0.0013468075582700788
PRKAR2A,-3.6162176,-0.44209418,0.0002989390278653728,0.0013244027433065445
CDC23,-3.6165638,-0.5919153,0.00029853971077737994,0.0013233800384629343
BECN1,-3.6166792,-0.5545397,0.00029840671613480134,0.0013233800384629343
TMED3,-3.6172562,-0.40704268,0.0002977425748601045,0.0013213378110317065
CRKL,-3.6177177,-0.42524445,0.00029721225888437687,0.0013197299567760206
TRIP12,-3.6229103,-0.4623724,0.0002913068511710282,0.0012942394320975264
RBM3,-3.6234872,-0.3802615,0.000290657523244119,0.0012928170130705292
SH3BP5,-3.6264875,-0.6825778,0.0002873028186112649,0.0012786196261708135
ELAC2,-3.6267183,-0.7042354,0.0002870462726640151,0.0012782020815055777
ABCB8,-3.6271799,-0.60780257,0.00028653382450283054,0.0012766438976005298
ZNF148,-3.6320262,-0.43973085,0.0002812046200007919,0.0012543227087485635
MIA3,-3.6326032,-0.47197974,0.00028057641419200696,0.0012522316667489856
CTAG2,-3.6347954,-0.25815555,0.00027820120543831106,0.0012423368213291264
ME2,-3.6388342,-0.55652577,0.0002738750706183198,0.0012237136972166678
ZNF330,-3.639065,-0.48347533,0.0002736297772922022,0.00122331354617544
EXOSC2,-3.6418343,-0.5849913,0.0002707022732916407,0.0012121480810886895
TLK1,-3.6427574,-0.3774676,0.0002697329804020337,0.0012086437883958784
TCP1,-3.643219,-0.2536805,0.0002692495548312659,0.0012071662404107269
CUL4A,-3.6441422,-0.43624446,0.00026828513911875525,0.0012035292791421032
C9orf41,-3.645873,-0.74038416,0.00026648558141785484,0.0011961395668784285
AP2S1,-3.6465654,-0.26284325,0.0002657689317217536,0.0011936048934673383
GOLGA4,-3.6466808,-0.4011611,0.0002656496659023747,0.0011936048934673383
TOMM5,-3.6471422,-0.5682592,0.00026517310418477014,0.0011922923488101712
NUS1,-3.6525657,-0.616261,0.00025963321225373363,0.0011687214224946005
UROS,-3.6586814,-0.42345867,0.00025351635199340064,0.001143152092369783
AFG3L2,-3.6587968,-0.49456495,0.00025340224929001936,0.001143152092369783
BCLAF1,-3.6605275,-0.35572284,0.00025169647775614073,0.0011362504786060262
JAGN1,-3.6619122,-0.34328806,0.00025033962035666456,0.0011307749959181138
HOXC9,-3.6654894,-0.51321936,0.00024686609056536797,0.0011163691084576657
WDR5,-3.6661818,-0.82499534,0.0002461990377550708,0.0011139939179528116
CANX,-3.668951,-0.26235515,0.0002435476968776843,0.001103268257770594
PTMS,-3.6711435,-0.3309974,0.00024146773980228262,0.0010944772626352742
CDC34,-3.6750667,-0.3309753,0.00023778724496603483,0.001078417326332681
ALKBH4,-3.6758745,-0.7408141,0.00023703605925444568,0.001075631568713848
RIOK1,-3.6778362,-0.4820646,0.00023522101079620142,0.00106801216173651
NDUFAF1,-3.6811824,-0.6364872,0.00023215481793576517,0.0010546998813680945
F12,-3.6815286,-0.7022968,0.000231839775404281,0.0010538781457179556
CBWD2,-3.682798,-0.8615249,0.0002306880487444227,0.0010492499263968964
YTHDF1,-3.6876442,-0.63150495,0.00022633975328941917,0.0010306659490367464
APEX2,-3.6930676,-0.6226748,0.00022156506476874723,0.0010095090393030797
POLR3A,-3.693183,-0.7113463,0.00022146451053996682,0.0010095090393030797
HCCS,-3.6960678,-0.39997154,0.00021896453484595378,0.0009993994312695914
AFMID,-3.696991,-0.8973124,0.00021817015486750934,0.0009963526549327244
METTL8,-3.6971064,-0.65086967,0.0002180710478409033,0.0009963526549327244
ZNF581,-3.6977987,-0.54629636,0.00021747729278893984,0.0009949237826774155
EMILIN2,-3.699414,-0.49829578,0.00021609776204255048,0.0009891887650607424
ACOT7,-3.7009141,-0.4949792,0.0002148241303093456,0.0009839320953818715
EPC1,-3.7012603,-0.41159412,0.0002145312179632619,0.000983163778938986
FAM27A,-3.7024143,-1.4607311,0.00021355754973694817,0.0009792729440652236
KCTD3,-3.7040298,-0.6279407,0.0002122013839859281,0.0009736225883232858
ERICH1,-3.7046068,-0.4888855,0.0002117190021601835,0.0009719770671935952
UBXN2A,-3.705068,-0.50177294,0.00021133383834833278,0.0009707761989626632
APOC1,-3.7061067,-0.28705287,0.00021046962440528222,0.0009673720887674031
PISD,-3.7064528,-0.6182727,0.0002101822914153971,0.000966617036925026
CMAS,-3.7118762,-0.31694755,0.0002057285633645746,0.0009477993344450049
PSMD1,-3.71303,-0.39590314,0.00020479246936635264,0.0009440404030943075
WDR34,-3.7175305,-0.35094476,0.00020117979640885345,0.0009279314743344356
ABCB10,-3.7181072,-0.5614356,0.0002007209873804295,0.0009263591985154369
DDX23,-3.718915,-0.51790124,0.0002000803060242584,0.0009244887081297351
PIP4K2A,-3.7229538,-0.68341374,0.00019690561719018317,0.0009103552813589693
TOMM70A,-3.7241077,-0.5620348,0.00019600729395862352,0.0009072700613111301
FKBP8,-3.7269924,-0.29345438,0.000193778305056532,0.0008974814777235017
CPNE7,-3.7313771,-0.802227,0.00019043581496402956,0.0008825211366032166
GTF2H3,-3.7346082,-0.654687,0.00018800768315031186,0.000872297903807265
PCOLCE2,-3.7388775,-1.5926892,0.00018484369490646916,0.0008581248365782005
CLPB,-3.740493,-1.5161622,0.00018365961645208257,0.000853132044489124
PURA,-3.7448778,-0.5110377,0.00018048153237827132,0.0008388653472374682
SUPT16H,-3.7448778,-0.30824465,0.00018048153237827132,0.0008388653472374682
TAF3,-3.7453394,-0.5358289,0.0001801500218734483,0.000838316600601858
NEIL2,-3.747532,-2.0349915,0.00017858315072119657,0.0008315178713189088
RPF2,-3.750532,-0.41615617,0.00017645976807955307,0.0008226062185548304
RPL22,-3.7515705,-0.29116398,0.00017573029910483413,0.000820179144069205
TXNL4A,-3.7524936,-0.3076681,0.00017508426383479745,0.0008176497576827193
KIAA0922,-3.7529552,-0.6508925,0.00017476208439975728,0.0008166306799286695
CEBPZ,-3.7538784,-0.44845697,0.00017411939743977836,0.0008141118255294399
DYNLL2,-3.754917,-0.622052,0.00017339903172299386,0.0008112265599667164
MINA,-3.7572246,-0.5393028,0.00017180824187338657,0.0008042632538232727
NAE1,-3.7603402,-0.3628273,0.00016968244074009665,0.0007952598878361928
CLN6,-3.760571,-0.62139803,0.00016952596224254372,0.0007950008557702572
SLMAP,-3.7614942,-0.5648225,0.00016890140459460768,0.0007925451213205754
MKI67,-3.762648,-0.41293076,0.00016812375111213243,0.0007893676419520623
ANXA2R,-3.7640326,-0.7059196,0.0001671950128758366,0.0007859466344342888
DRAM1,-3.7650712,-1.5651753,0.00016650162884263955,0.0007831558650053495
TPX2,-3.765302,-0.37531984,0.00016634791131464661,0.0007829016437247149
RBM22,-3.7666867,-0.57599264,0.00016542840621668699,0.0007790408458225877
CENPE,-3.7672637,-0.5658588,0.00016504669217537747,0.0007777095183188903
METTL16,-3.7672637,-0.75097686,0.00016504669217537747,0.0007777095183188903
SPNS1,-3.767956,-0.46950758,0.0001645897291490372,0.000776487881360773
PPP1R10,-3.7686484,-0.48676717,0.00016413395665501989,0.0007748030225511906
RNASEH2A,-3.7693408,-0.41635752,0.0001636793718095144,0.0007731217471820418
CUL1,-3.7695715,-0.5084512,0.0001635281069520529,0.0007728720096921634
RP11-139H15.1,-3.7713022,-0.4883154,0.000162397805855331,0.0007679920319046508
RBM26,-3.7717638,-0.4301191,0.00016209763609672796,0.0007670342961083121
ZBTB2,-3.777764,-1.1600765,0.00015824263521193913,0.0007496959587393135
GOT2,-3.7781103,-0.44527823,0.00015802288488333296,0.0007491066751711409
SMIM1,-3.7799566,-0.7585292,0.0001568557254057297,0.0007440227796268157
WDR73,-3.7828412,-0.65556186,0.0001550482687051413,0.000736338664255674
ZFYVE9,-3.7871108,-0.81957626,0.00015240917523488902,0.0007242432374289493
PITHD1,-3.7903416,-0.40219057,0.00015044019381141993,0.0007157527088968525
TEX264,-3.7906878,-0.4335208,0.0001502306577711757,0.000715188979874294
DERL1,-3.7934573,-0.49173495,0.00014856423335268278,0.0007081141098211913
BAZ1B,-3.7943804,-0.39228153,0.00014801263693362462,0.0007059133352238138
CCDC12,-3.7950728,-0.25606567,0.00014760020566247965,0.0007048021978594393
SEPW1,-3.7971497,-0.39134857,0.0001463693946974355,0.000699350118825034
ROMO1,-3.7976112,-0.40042692,0.0001460971967148696,0.0006984744249514916
M6PR,-3.798996,-0.46467182,0.00014528345985421827,0.000695854620216393
NFKBIL1,-3.8003807,-0.529608,0.00014447399234244053,0.0006923997619584322
MRM1,-3.8039577,-1.0606965,0.000142402481284299,0.0006828885778316048
AVP,-3.8066118,-1.0317401,0.00014088366472180054,0.0006760178291934901
LENG1,-3.8066118,-0.7142306,0.00014088366472180054,0.0006760178291934901
PMPCA,-3.8076503,-0.5241258,0.00014029350893269971,0.0006740094878693311
ATG4C,-3.811112,-0.9385521,0.00013834309579440645,0.0006654531643999159
ELP5,-3.8178046,-0.5045251,0.00013464450602043826,0.000648059187984401
RPS6KB1,-3.8178046,-0.57226086,0.00013464450602043826,0.000648059187984401
KCTD6,-3.81942,-1.2280929,0.00013376580622901,0.0006446198821649531
GPATCH2,-3.819997,-0.77319926,0.00013345329637399675,0.0006435086820243981
MRPL43,-3.8234587,-0.47766295,0.00013159263592316524,0.0006349263852435276
CDCA4,-3.824728,-0.5744501,0.0001309165395058941,0.0006320525001959424
PDZD8,-3.825882,-0.9148253,0.0001303047481166382,0.0006298731055115035
ZNRD1,-3.8269205,-0.39875728,0.00012975644033928136,0.000627608890926758
VDAC3,-3.8281896,-0.32355633,0.00012908923903709959,0.0006247664649639046
RNF2,-3.829459,-0.5866051,0.00012842527186647404,0.0006223198707656716
CSNK1A1,-3.830382,-0.32643196,0.00012794440966085974,0.00062037243079386
PELO,-3.8324592,-0.546314,0.00012686866688803406,0.0006155363671436118
ATG3,-3.8336132,-0.40888172,0.0001262747214502092,0.0006134124533032735
RAB21,-3.8431904,-0.6879571,0.0001214451473021989,0.000591048099169004
GTF2F2,-3.8443444,-0.44816557,0.00012087517006837138,0.0005886388474191303
PPIL2,-3.8469985,-0.45420155,0.00011957377941112156,0.0005826625541404217
RAB7L1,-3.8491907,-0.8301754,0.00011850869382812943,0.0005781899316894141
MRGBP,-3.8529987,-0.55921245,0.00011668004020253564,0.000569621948906723
CKAP5,-3.855768,-0.42339227,0.00011536685964513284,0.0005639120613021272
ACAT1,-3.857499,-0.45633027,0.0001145532133612207,0.0005602836182767053
PHF3,-3.857499,-0.4493749,0.0001145532133612207,0.0005602836182767053
ZNHIT6,-3.8622298,-0.6883349,0.00011235677347104766,0.0005502259698348375
ITPA,-3.864884,-0.39845493,0.00011114207999450909,0.0005449569527820655
GOLIM4,-3.8656917,-0.3861426,0.00011077485654708736,0.0005434956265942355
C11orf82,-3.8674223,-1.4884548,0.00010999179998188755,0.0005399909930360792
RNF26,-3.8697302,-0.5775851,0.0001089558455173731,0.0005355745723022314
ADH5,-3.8698456,-0.35207292,0.00010890429020755845,0.0005355745723022314
HIST1H2AE,-3.8739996,-1.0572752,0.00010706355378083675,0.0005269324655065618
NDUFAF5,-3.8751535,-0.69749784,0.00010655747196067794,0.0005247704967091695
NPW,-3.8754997,-0.49559942,0.00010640608813756358,0.0005243537153830376
POLE3,-3.8768845,-0.43859458,0.00010580257988832125,0.0005219543881490139
CUL5,-3.8778076,-0.53784144,0.00010540203711426518,0.000520712579580222
RHOG,-3.8818462,-0.48286468,0.00010366642787055746,0.0005127832436544262
URI1,-3.8830001,-0.40713727,0.0001031755155471636,0.0005106765435557467
NUFIP2,-3.8850772,-0.53416246,0.00010229739776038039,0.0005066494699923001
ITSN1,-3.888885,-0.83165824,0.00010070580647755304,0.0004997120087689066
TBX1,-3.8891158,-0.5064152,0.00010061010156897727,0.0004995526850975451
MIEF1,-3.889462,-0.46524853,0.00010046670517066533,0.0004991562106992891
API5,-3.8899236,-0.55182654,0.00010027581006254371,0.0004985230936970132
ZC3HAV1,-3.8983471,-0.44444352,9.685154893247605e-05,0.0004818042538724505
MRPL27,-3.9003086,-0.31982353,9.607012229494355e-05,0.00047821977859745343
NASP,-3.9035397,-0.2918961,9.479603007416064e-05,0.000472176801669329
RFK,-3.9173865,-0.9417074,8.951418954359556e-05,0.0004475709477179778
APC,-3.9206173,-0.51348805,8.832240474573614e-05,0.0004424569446924473
MSL1,-3.926156,-0.59975123,8.63141483405953e-05,0.00043322532601621476
TEX10,-3.9292717,-0.8072501,8.520354459554217e-05,0.00042819823595520397
VCL,-3.9396567,-0.7076969,8.159826381480838e-05,0.00041086818093930753
SLC29A1,-3.9398875,-0.57829523,8.15198084894446e-05,0.0004107364308432247
VKORC1L1,-3.9430032,-0.52720743,8.046761571456982e-05,0.0004064778915999653
DDX52,-3.9430032,-0.50565535,8.046761571456982e-05,0.0004064778915999653
RABEP1,-3.9469264,-0.64508975,7.91608884669293e-05,0.00040039200187233075
RTN4IP1,-3.9499266,-1.4952044,7.817518966224028e-05,0.0003959162571224354
HMGXB3,-3.952465,-0.638559,7.735021165959497e-05,0.0003922439719729622
DDX19A,-3.9529266,-0.8035663,7.720110280246414e-05,0.00039199396413274455
ZNF689,-3.9551191,-0.8581024,7.649653964259768e-05,0.0003891711909926197
GMCL1,-3.9616964,-0.5536904,7.441915201353965e-05,0.00037909366995223995
GSTO1,-3.9631965,-0.3217717,7.395289144489773e-05,0.0003772077677270595
TIMM9,-3.971389,-0.49103135,7.145475657549894e-05,0.00036470247751822234
ABCC5,-3.9717352,-0.6631918,7.135097964435903e-05,0.0003644095871953447
TRAP1,-3.9732354,-0.37313312,7.090292490171981e-05,0.00036259275722852155
FDX1L,-3.9768124,-0.90530074,6.984520371674618e-05,0.0003576493319394011
NCOA4,-3.9800434,-0.46064648,6.890268943015186e-05,0.00035351445164849305
C9orf114,-3.9865053,-0.6746907,6.7053643817e-05,0.00034470312315610925
ARL14EP,-3.98789,-0.69130397,6.666357623059775e-05,0.00034314704540717257
POP1,-3.9882362,-0.885361,6.65663953937014e-05,0.00034287149889673736
CHORDC1,-3.9889286,-0.7007986,6.637243577581087e-05,0.00034209677363451074
KIF9,-3.9907746,-0.6813839,6.585782153732029e-05,0.00033966722795512205
TIPIN,-3.9949288,-0.746084,6.471371217768285e-05,0.0003339856827567009
BID,-3.996198,-0.3325774,6.43678925360447e-05,0.0003324193266736562
SLC25A21,-3.9980443,-0.93443286,6.386800329095378e-05,0.0003300547143752908
SPOP,-3.9986212,-0.59982127,6.371254302182277e-05,0.0003294680878449097
QSER1,-3.9990828,-0.55503064,6.358843277302628e-05,0.00032904291135185866
TDP2,-4.0008135,-0.6654104,6.312505452174755e-05,0.00032686045040759853
MCM4,-4.0036983,-0.4918222,6.235985327524368e-05,0.00032332451978682447
STUB1,-4.00416,-0.33145586,6.223823898086974e-05,0.00032290711175345565
HOXC10,-4.004506,-0.95267516,6.214717564608004e-05,0.0003226477625247579
UBE2N,-4.0063524,-0.32335263,6.166363104218977e-05,0.000320349088516138
RBM19,-4.007045,-0.83701575,6.14832218425261e-05,0.0003196232346611797
FAM60A,-4.0072756,-0.47677937,6.142319657477988e-05,0.0003195226550297324
SLC39A7,-4.0078526,-0.4800809,6.127337605062725e-05,0.00031895451880561764
URM1,-4.0098143,-0.41147903,6.0766570130389426e-05,0.00031652613287414384
UQCRC1,-4.010622,-0.322669,6.055904114830297e-05,0.000315808773866468
ZNF37A,-4.010968,-0.60824037,6.047030574551659e-05,0.0003156107984259354
CDCA8,-4.0116606,-0.5688504,6.029320414543408e-05,0.00031510520197098116
C16orf13,-4.0150065,-0.333197,5.9444114747883086e-05,0.00031087451487657897
WDR60,-4.017776,-0.58809966,5.874999572876628e-05,0.0003074491781808522
TTLL12,-4.0190454,-0.6902918,5.843442949102057e-05,0.00030600162910131106
MARK3,-4.021815,-0.51685584,5.7751484407037516e-05,0.00030262702469464957
ROCK2,-4.024469,-0.52965474,5.7104094545349584e-05,0.0002994343542414693
CCNB1,-4.0256224,-0.50633097,5.6824770011364014e-05,0.00029816871639229414
SIKE1,-4.0309305,-0.48927143,5.5556463558140713e-05,0.0002920990771413623
NOSIP,-4.032892,-0.32403702,5.5094564795311775e-05,0.00029005885151955365
C19orf25,-4.0349693,-0.42405427,5.460946208118864e-05,0.00028769773618225134
KIF14,-4.035431,-0.69940126,5.4502212398886484e-05,0.0002873254217404385
TSEN54,-4.036354,-0.5530816,5.428831141726859e-05,0.0002863899840044626
BRMS1,-4.0392385,-0.47824064,5.362498557184131e-05,0.00028308082101264346
EIF4E,-4.043739,-0.47465396,5.260551018008919e-05,0.0002780728684149398
POLR2D,-4.0442004,-0.6563021,5.250199339345892e-05,0.00027771256438088876
HMGCS1,-4.044662,-0.7473394,5.2398669655844186e-05,0.0002773527965947817
AK4,-4.0457006,-0.91039526,5.2166895331583255e-05,0.0002763121799255472
RNF217,-4.052162,-0.94245946,5.074642949620178e-05,0.0002691513866932242
MRPS9,-4.055855,-0.48981106,4.995127508213418e-05,0.00026511301741227294
BLVRB,-4.0560856,-0.35971153,4.9901972105420116e-05,0.00026503041980262005
MYO19,-4.056778,-0.7551014,4.975433978867914e-05,0.00026442512790262154
S100A4,-4.0601244,-0.9968451,4.9046601207323635e-05,0.0002610169732273219
PSMD3,-4.0619707,-0.39402193,4.8660220795030695e-05,0.0002593120992842375
HIST1H4C,-4.0641627,-0.46227998,4.8205141838939496e-05,0.00025723599806037347
NDUFA3,-4.066009,-0.45905343,4.782504994071036e-05,0.00025538121501310666
ARL4D,-4.066355,-1.193108,4.775409977646309e-05,0.0002551758188735494
